Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.64315327,0.192665920010768,15.832593658,16.8,4.298,9.48022,78.553
736259.64317642,0.19268907001242,15.99201581,16.87,4.296,9.48024,78.552987
736259.64319956,0.192712210002355,16.175908398,16.77,4.296,9.48026,78.55297
736259.64322271,0.192735360004008,16.350009122,16.8,4.29,9.48029,78.552957
736259.64324585,0.192758499993943,16.524132426,16.8,4.285,9.48032,78.55294
736259.643269,0.192781649995595,16.579349635,16.8,4.278,9.48034,78.552927
736259.64329215,0.192804799997248,16.510126866,16.8,4.271,9.480363,78.55291
736259.64331529,0.192827939987183,16.528737508,16.93,4.27,9.480387,78.552897
736259.64333844,0.192851089988835,16.400065032,16.8,4.268,9.480397,78.552883
736259.64336158,0.19287422997877,16.218890855,17.13,4.265,9.48042,78.552863
736259.64338473,0.192897379980423,16.001491573,17.07,4.264,9.480435,78.552845
736259.64340787,0.192920519970357,15.746141189,16.8,4.266,9.480453,78.552837
736259.64343102,0.19294366997201,15.503668056,16.77,4.272,9.48048,78.55282
736259.64345417,0.192966819973662,15.214910358,16.83,4.275,9.480507,78.552807
736259.64347731,0.192989959963597,14.889398701,16.77,4.275,9.480543,78.552793
736259.64350046,0.19301310996525,14.512270892,16.97,4.276,9.480577,78.55278
736259.6435236,0.193036249955185,14.178857508,16.97,4.277,9.480603,78.55276
736259.64354675,0.193059399956837,13.713125423,17,4.287,9.48062,78.552747
736259.6435699,0.19308254995849,13.322506967,16.83,4.293,9.480643,78.55273
736259.64359304,0.193105689948425,12.860208588,16.87,4.285,9.480683,78.552717
736259.64361619,0.193128839950077,12.39619824,16.87,4.283,9.48072,78.552703
736259.64363933,0.193151980056427,11.9116745078,16.7,4.29,9.48074,78.552687
736259.64366248,0.19317513005808,11.4574140724,16.77,4.288,9.480763,78.552667
736259.64368562,0.193198270048015,10.9371898776,16.8,4.278,9.4808,78.552657
736259.64370877,0.193221420049667,10.464381437,16.67,4.277,9.480837,78.55264
736259.64373192,0.19324457005132,10.0210931591,16.6,4.278,9.480867,78.552627
736259.64375506,0.193267710041255,9.5844937905,16.47,4.276,9.48089,78.55261
736259.64377821,0.193290860042907,9.2880370905,16.67,4.273,9.48091,78.5526
736259.64380135,0.193314000032842,8.9644575597,16.83,4.269,9.480935,78.552588
736259.6438245,0.193337150034495,8.7283812104,16.8,4.265,9.480967,78.55257
736259.64384765,0.193360300036147,8.4674285077,16.8,4.259,9.481,78.55255
736259.64387079,0.193383440026082,8.2579053671,16.7,4.257,9.48103,78.552537
736259.64389394,0.193406590027735,8.0126780433,16.6,4.258,9.481053,78.55252
736259.64391708,0.193429730017669,7.9376629369,16.6,4.259,9.48108,78.552507
736259.64394023,0.193452880019322,7.8571925847,16.6,4.259,9.4811,78.552493
736259.64396337,0.193476020009257,7.7709958006,16.6,4.257,9.481127,78.55248
736259.64398652,0.193499170010909,7.7486923006,16.67,4.254,9.481153,78.55246
736259.64400967,0.193522320012562,7.6598080306,16.63,4.254,9.48118,78.552447
736259.64403281,0.193545460002497,7.6436724714,16.53,4.26,9.481207,78.55243
736259.64405596,0.193568610004149,7.5461020596,16.5,4.265,9.48123,78.552413
736259.6440791,0.193591749994084,7.5264705435,16.67,4.266,9.48126,78.552403
736259.64410225,0.193614899995737,7.5354033604,16.6,4.267,9.48129,78.552387
736259.6441254,0.193638049997389,7.5763057916,16.5,4.267,9.48131,78.552367
736259.64414854,0.193661189987324,7.5680077989,16.57,4.268,9.48133,78.552353
736259.64417169,0.193684339988977,7.5423703329,16.77,4.267,9.481357,78.55234
736259.64419483,0.193707479978912,7.5860416915,16.6,4.267,9.481387,78.55232
736259.64421798,0.193730629980564,7.6542717057,16.6,4.266,9.48141,78.55231
736259.64424112,0.193753769970499,7.7525111942,16.47,4.261,9.481443,78.5523
736259.64426427,0.193776919972152,7.8688429425,16.47,4.257,9.48149,78.552283
736259.64428742,0.193800069973804,7.9256492701,16.6,4.282,9.48152,78.55227
736259.64431056,0.193823209963739,7.9763634293,16.2,4.322,9.481543,78.552253
736259.64433371,0.193846359965391,8.0616800462,16.43,4.353,9.481573,78.552243
736259.64435685,0.193869499955326,8.1729659092,16.53,4.4,9.481607,78.55223
736259.64438,0.193892649956979,8.2097467987,16.53,4.438,9.48163,78.552213
736259.64440315,0.193915799958631,8.2360338885,16.4,4.452,9.481657,78.552197
736259.64442629,0.193938939948566,8.2502444722,16.45,4.457,9.48168,78.552187
736259.64444944,0.193962089950219,8.2569950482,16.43,4.453,9.481703,78.552177
736259.64447258,0.193985230056569,8.2030381214,16.53,4.453,9.48174,78.552167
736259.64449573,0.194008380058222,8.0915111304,16.6,4.462,9.48178,78.55215
736259.64451887,0.194031520048156,8.1006559734,16.53,4.462,9.481813,78.552133
736259.64454202,0.194054670049809,8.099219518,16.27,4.447,9.481857,78.55212
736259.64456517,0.194077820051461,8.0013939153,16.23,4.434,9.481893,78.552103
736259.64458831,0.194100960041396,7.8739227656,16.4,4.434,9.48192,78.552095
736259.64461146,0.194124110043049,7.7702964288,16.37,4.425,9.481953,78.552078
736259.6446346,0.194147250032984,7.7006986304,16.33,4.431,9.482,78.55206
736259.64465775,0.194170400034636,7.6238699952,16.2,4.456,9.482037,78.552047
736259.6446809,0.194193550036289,7.5071233757,16.33,4.436,9.48207,78.552033
736259.64470404,0.194216690026224,7.4278977078,16.37,4.383,9.482103,78.55202
736259.64472719,0.194239840027876,7.4059808434,16.4,4.338,9.48214,78.552007
736259.64475033,0.194262980017811,7.3666706261,16.33,4.304,9.482173,78.551993
736259.64477348,0.194286130019464,7.2820350434,16.37,4.288,9.482207,78.55198
736259.64479662,0.194309270009398,7.2683408141,16.43,4.291,9.482247,78.551967
736259.64481977,0.194332420011051,7.1811210279,16.4,4.298,9.482283,78.551953
736259.64484292,0.194355570012704,7.1881631195,16.33,4.299,9.48231,78.55194
736259.64486606,0.194378710002638,7.1573940003,16.37,4.305,9.482333,78.551923
736259.64488921,0.194401860004291,7.1353455596,16.47,4.369,9.482367,78.55191
736259.64491235,0.194424999994226,7.1516331235,16.33,4.435,9.482407,78.551897
736259.6449355,0.194448149995878,7.1100325653,16.37,4.447,9.48243,78.55188
736259.64495865,0.194471299997531,7.0389171546,16.5,4.413,9.48245,78.551867
736259.64498179,0.194494439987466,6.9820510591,16.17,4.388,9.48248,78.55185
736259.64500494,0.194517589989118,6.9339145927,16,4.403,9.482513,78.551837
736259.64502808,0.194540729979053,6.8555242393,16.13,4.376,9.48254,78.551825
736259.64505123,0.194563879980706,6.8793738938,16.27,4.33,9.482578,78.551813
736259.64507437,0.194587019970641,6.8601739114,16.23,4.314,9.48261,78.551797
736259.64509752,0.194610169972293,6.8582338309,16.2,4.308,9.482637,78.551783
736259.64512067,0.194633319973946,6.8446958137,16.2,4.306,9.48267,78.55177
736259.64514381,0.19465645996388,6.827269575,16.37,4.306,9.482703,78.551757
736259.64516696,0.194679609965533,6.8293098091,16.25,4.301,9.48274,78.551747
736259.6451901,0.194702749955468,6.8361594162,16.08,4.3,9.482773,78.551733
736259.64521325,0.19472589995712,6.8834333625,16.23,4.306,9.482803,78.551723
736259.6452364,0.194749049958773,6.9267946367,16.33,4.318,9.48281,78.551713
736259.64525954,0.194772189948708,6.9684819557,16.07,4.332,9.482807,78.5517
736259.64528269,0.19479533995036,6.9749850424,16.1,4.341,9.48282,78.551687
736259.64530583,0.194818480056711,6.9608836418,16.2,4.359,9.482837,78.551673
736259.64532898,0.194841630058363,6.9689644239,16.2,4.366,9.482843,78.55166
736259.64535212,0.194864770048298,6.9446294187,16.23,4.347,9.48286,78.551643
736259.64537527,0.19488792004995,6.9309705543,16.27,4.335,9.48288,78.551633
736259.64539842,0.194911070051603,6.9383731541,16.13,4.382,9.482895,78.551625
736259.64542156,0.194934210041538,6.9328024056,15.97,4.421,9.482923,78.55161
736259.64544471,0.19495736004319,6.9017664137,16.17,4.402,9.482943,78.551593
736259.64546785,0.194980500033125,6.8974421105,15.97,4.392,9.48296,78.551585
736259.645491,0.195003650034778,6.8671704698,16,4.411,9.482993,78.551573
736259.64551415,0.19502680003643,6.8595658899,16.03,4.446,9.48304,78.551553
736259.64553729,0.195049940026365,6.8568476745,16.2,4.482,9.48307,78.55154
736259.64556044,0.195073090028018,6.8301988855,15.9,4.497,9.483097,78.55152
736259.64558358,0.195096230017953,6.8395428868,15.88,4.493,9.48313,78.551507
736259.64560673,0.195119380019605,6.7906614507,16.1,4.501,9.483163,78.551497
736259.64562987,0.19514252000954,6.7509852026,16.13,4.538,9.483197,78.55148
736259.64565302,0.195165670011193,6.7449705233,16.13,4.561,9.48322,78.551465
736259.64567617,0.195188820012845,6.7376357632,15.63,4.564,9.48325,78.551453
736259.64569931,0.19521196000278,6.6816017914,16.03,4.566,9.483287,78.551433
736259.64572246,0.195235110004432,6.6338118674,16.07,4.566,9.48332,78.55142
736259.6457456,0.195258249994367,6.6053490045,16,4.565,9.48334,78.5514
736259.64576875,0.19528139999602,6.5767838889,16.07,4.567,9.483353,78.551387
736259.6457919,0.195304549997672,6.6115747086,15.93,4.57,9.483367,78.551373
736259.64581504,0.195327689987607,6.6129300822,15.73,4.57,9.483377,78.551363
736259.64583819,0.19535083998926,6.6674391416,15.8,4.567,9.483385,78.551355
736259.64586133,0.195373979979195,6.686775204,15.93,4.564,9.483403,78.551338
736259.64588448,0.195397129980847,6.6985964584,16.03,4.564,9.483423,78.551323
736259.64590762,0.195420269970782,6.7009340383,15.97,4.562,9.48344,78.55131
736259.64593077,0.195443419972435,6.7621627202,15.73,4.56,9.48346,78.551297
736259.64595392,0.195466569974087,6.8374007102,15.87,4.559,9.48348,78.551287
736259.64597706,0.195489709964022,6.8569442445,15.93,4.555,9.4835,78.551277
736259.64600021,0.195512859965675,6.9204676297,15.93,4.553,9.48352,78.551267
736259.64602335,0.195535999955609,6.9018678407,15.9,4.554,9.483537,78.551253
736259.6460465,0.195559149957262,6.9450284523,16,4.551,9.483547,78.551243
736259.64606965,0.195582299958915,6.9670349434,15.93,4.546,9.48357,78.55123
736259.64609279,0.195605439948849,6.9989718848,15.73,4.543,9.48359,78.551217
736259.64611594,0.195628589950502,7.0666842083,15.93,4.54,9.483603,78.551207
736259.64613908,0.195651730056852,7.118025596,15.87,4.539,9.483613,78.551197
736259.64616223,0.195674880058505,7.1492125408,16,4.535,9.483633,78.551183
736259.64618537,0.19569802004844,7.189222933,15.83,4.531,9.483663,78.551173
736259.64620852,0.195721170050092,7.2611343741,15.93,4.526,9.483687,78.55116
736259.64623167,0.195744320051745,7.3248641864,15.93,4.514,9.4837,78.551147
736259.64625481,0.195767460041679,7.3453780266,15.8,4.506,9.48372,78.551133
736259.64627796,0.195790610043332,7.3765351624,15.7,4.505,9.483735,78.551125
736259.6463011,0.195813750033267,7.3859888613,15.7,4.506,9.483745,78.551115
736259.64632425,0.195836900034919,7.4111556903,15.47,4.506,9.483767,78.5511
736259.6463474,0.195860050036572,7.3611991195,15.37,4.511,9.483783,78.551087
736259.64637054,0.195883190026507,7.3150869009,15.3,4.519,9.483807,78.551073
736259.64639369,0.195906340028159,7.2840084327,15.47,4.52,9.483827,78.551063
736259.64641683,0.195929480018094,7.2299365897,15.7,4.521,9.483833,78.551053
736259.64643998,0.195952630019747,7.1838225016,15.73,4.527,9.483847,78.551043
736259.64646312,0.195975770009682,7.0597148888,15.7,4.532,9.48386,78.55103
736259.64648627,0.195998920011334,6.997590487,15.53,4.534,9.483877,78.551017
736259.64650942,0.196022070012987,6.9446303581,15.67,4.54,9.483893,78.551007
736259.64653256,0.196045210002922,6.8765738201,15.63,4.547,9.483907,78.550997
736259.64655571,0.196068360004574,6.7917633331,15.37,4.548,9.48392,78.55098
736259.64657885,0.196091499994509,6.7365954847,15.37,4.549,9.483933,78.550967
736259.646602,0.196114649996161,6.7342162695,15.27,4.558,9.483943,78.550957
736259.64662515,0.196137799997814,6.7056098975,15.4,4.566,9.483955,78.550945
736259.64664829,0.196160939987749,6.6883186961,15.43,4.57,9.483973,78.550935
736259.64667144,0.196184089989401,6.6110731726,15.53,4.577,9.483987,78.55092
736259.64669458,0.196207229979336,6.6132481035,15.53,4.586,9.483997,78.5509
736259.64671773,0.196230379980989,6.6154230344,15.6,4.591,9.48401,78.550887
736259.64674087,0.196253519970924,6.5966240865,15.38,4.592,9.48403,78.550877
736259.64676402,0.196276669972576,6.5660627308,15.4,4.58,9.484047,78.550867
736259.64678717,0.196299819974229,6.5436886248,15.67,4.556,9.48405,78.550853
736259.64681031,0.196322959964164,6.5000451096,15.67,4.539,9.48406,78.55084
736259.64683346,0.196346109965816,6.4455369697,15.73,4.543,9.48408,78.550827
736259.6468566,0.196369249955751,6.4187586639,15.63,4.563,9.48409,78.550813
736259.64687975,0.196392399957404,6.3918866452,15.4,4.581,9.4841,78.5508
736259.6469029,0.196415549959056,6.3841364252,15.37,4.587,9.48411,78.550787
736259.64692604,0.196438689948991,6.3631458436,15.47,4.587,9.484123,78.550773
736259.64694919,0.196461839950643,6.3177497481,15.47,4.586,9.48415,78.55076
736259.64697233,0.196484980056994,6.270292012,15.5,4.585,9.484163,78.550747
736259.64699548,0.196508130058646,6.2588312645,15.27,4.584,9.484173,78.550737
736259.64701862,0.196531270048581,6.250453732,15.4,4.582,9.484183,78.550723
736259.64704177,0.196554420050234,6.225166781,15.53,4.581,9.484197,78.55071
736259.64706492,0.196577570051886,6.1942361544,15.35,4.582,9.4842,78.550693
736259.64708806,0.196600710041821,6.1693628563,15.33,4.584,9.484207,78.55068
736259.64711121,0.196623860043474,6.2003877011,15.5,4.585,9.484217,78.550667
736259.64713435,0.196647000033408,6.1941413809,15.47,4.583,9.48422,78.550657
736259.6471575,0.196670150035061,6.2123925844,15.27,4.581,9.484223,78.550643
736259.64718065,0.196693300036713,6.2166592125,15.2,4.581,9.484237,78.55063
736259.64720379,0.196716440026648,6.2378860111,15.33,4.581,9.48425,78.550617
736259.64722694,0.196739590028301,6.2718498238,15.43,4.579,9.48426,78.550607
736259.64725008,0.196762730018236,6.3171836115,15.37,4.576,9.48426,78.55059
736259.64727323,0.196785880019888,6.3655284754,15.23,4.571,9.48427,78.550577
736259.64729637,0.196809020009823,6.4105591323,15.03,4.567,9.48428,78.550567
736259.64731952,0.196832170011476,6.4502198912,15.17,4.566,9.48428,78.550557
736259.64734267,0.196855320013128,6.3862102746,15.3,4.564,9.484287,78.550547
736259.64736581,0.196878460003063,6.4312471234,15.3,4.564,9.484297,78.55053
736259.64738896,0.196901610004716,6.4443003884,15.43,4.565,9.484307,78.550517
736259.6474121,0.19692474999465,6.4931666184,15.33,4.566,9.48432,78.5505
736259.64743525,0.196947899996303,6.509128772,15.23,4.566,9.48434,78.550487
736259.6474584,0.196971049997956,6.4963084865,15.2,4.572,9.484353,78.550477
736259.64748154,0.19699418998789,6.5489110628,15.2,4.584,9.484363,78.550463
736259.64750469,0.197017339989543,6.6305823912,15.33,4.584,9.48438,78.55045
736259.64752783,0.197040479979478,6.6755159639,15.2,4.583,9.4844,78.550437
736259.64755098,0.19706362998113,6.7033482399,15.07,4.585,9.484417,78.550427
736259.64757412,0.197086769971065,6.7390368528,15.17,4.587,9.484423,78.550413
736259.64759727,0.197109919972718,6.726802439,15.17,4.589,9.48442,78.550403
736259.64762042,0.19713306997437,6.6993168273,15.23,4.589,9.484413,78.550393
736259.64764356,0.197156209964305,6.6625162589,15.33,4.589,9.484427,78.550383
736259.64766671,0.197179359965958,6.6609939245,15.3,4.588,9.484447,78.55037
736259.64768985,0.197202499955893,6.6390708741,15.3,4.586,9.484457,78.550357
736259.647713,0.197225649957545,6.5440394881,15.3,4.588,9.484463,78.550343
736259.64773615,0.197248799959198,6.3915603752,15.47,4.592,9.48449,78.550337
736259.64775929,0.197271939949133,6.2896488116,15.37,4.592,9.484513,78.550327
736259.64778244,0.197295089950785,6.2127518067,15.33,4.592,9.484527,78.550313
736259.64780558,0.197318230057135,6.1530814081,15.2,4.595,9.484533,78.550303
736259.64782873,0.197341380058788,6.0942821703,15.2,4.599,9.48455,78.550293
736259.64785187,0.197364520048723,6.0425794242,15.2,4.6,9.484577,78.55028
736259.64787502,0.197387670050375,5.9804558143,15.13,4.601,9.484597,78.550267
736259.64789817,0.197410820052028,5.9036491839,15.03,4.602,9.48461,78.550257
736259.64792131,0.197433960041963,5.9039612999,15.2,4.6,9.48463,78.550247
736259.64794446,0.197457110043615,5.8409350975,15.2,4.595,9.484653,78.550237
736259.6479676,0.19748025003355,5.843202716,15.2,4.591,9.48468,78.550227
736259.64799075,0.197503400035203,5.7949922821,15.03,4.59,9.484697,78.550217
736259.6480139,0.197526550036855,5.7459585953,15.17,4.584,9.484713,78.550207
736259.64803704,0.19754969002679,5.6552516771,15.2,4.574,9.48474,78.550193
736259.64806019,0.197572840028442,5.6065038314,15.23,4.57,9.48476,78.550183
736259.64808333,0.197595980018377,5.5616912503,15.27,4.569,9.484777,78.550173
736259.64810648,0.19761913002003,5.5687188979,14.97,4.568,9.48479,78.550163
736259.64812962,0.197642270009965,5.5808474712,14.83,4.567,9.48481,78.55015
736259.64815277,0.197665420011617,5.5621809907,15,4.565,9.484837,78.550137
736259.64817592,0.19768857001327,5.6034773732,15.2,4.562,9.484853,78.550123
736259.64819906,0.197711710003205,5.6625892119,15.17,4.558,9.48487,78.550117
736259.64822221,0.197734860004857,5.6778645091,15.1,4.553,9.48489,78.550103
736259.64824535,0.197757999994792,5.7015594559,15.1,4.549,9.48491,78.55009
736259.6482685,0.197781149996445,5.8139538793,14.9,4.549,9.484923,78.550077
736259.64829165,0.197804299998097,5.8880026035,15.03,4.551,9.48494,78.550067
736259.64831479,0.197827439988032,5.9278112497,15.13,4.551,9.484963,78.550057
736259.64833794,0.197850589989685,5.9397757914,15.1,4.547,9.484983,78.550047
736259.64836108,0.197873729979619,5.9097580345,15.13,4.547,9.484993,78.550033
736259.64838423,0.197896879981272,5.8946351651,14.87,4.549,9.48501,78.550027
736259.64840737,0.197920019971207,5.8741180928,14.87,4.541,9.48503,78.550013
736259.64843052,0.197943169972859,5.8241452051,14.8,4.53,9.485047,78.550003
736259.64845367,0.197966319974512,5.8011922292,14.73,4.527,9.485053,78.549993
736259.64847681,0.197989459964447,5.7862136998,14.77,4.538,9.485073,78.54998
736259.64849996,0.198012609966099,5.7256326336,14.83,4.551,9.4851,78.549967
736259.6485231,0.198035749956034,5.6250101659,14.77,4.555,9.48512,78.549957
736259.64854625,0.198058899957687,5.552096692,14.7,4.559,9.485133,78.549943
736259.6485694,0.198082049959339,5.4930340609,15,4.561,9.48515,78.549933
736259.64859254,0.198105189949274,5.4080561863,14.83,4.562,9.48517,78.54992
736259.64861569,0.198128339950927,5.296235151,14.7,4.562,9.485197,78.549907
736259.64863883,0.198151480057277,5.2521327747,14.93,4.563,9.48522,78.549897
736259.64866198,0.198174630058929,5.193077136,15,4.565,9.48524,78.549887
736259.64868512,0.198197770048864,5.1921568697,15,4.565,9.48526,78.549873
736259.64870827,0.198220920050517,5.1053273019,15,4.568,9.485275,78.549865
736259.64873142,0.198244070052169,5.0850695769,15.03,4.571,9.485293,78.549853
736259.64875456,0.198267210042104,5.0440884633,14.87,4.57,9.485313,78.549837
736259.64877771,0.198290360043757,5.0615724418,14.87,4.573,9.485327,78.549827
736259.64880085,0.198313500033692,5.0711967189,14.73,4.58,9.48534,78.549813
736259.648824,0.198336650035344,5.0593526309,14.6,4.592,9.48536,78.549807
736259.64884715,0.198359800036997,5.1031372204,14.87,4.602,9.48538,78.549793
736259.64887029,0.198382940026931,5.0684454267,14.83,4.607,9.485393,78.549783
736259.64889344,0.198406090028584,5.1398575736,14.77,4.607,9.48541,78.54977
736259.64891658,0.198429230018519,5.1861596943,15,4.602,9.48543,78.549757
736259.64893973,0.198452380020171,5.2162014435,14.83,4.595,9.485443,78.54975
736259.64896287,0.198475520010106,5.2003777933,14.67,4.59,9.485453,78.54974
736259.64898602,0.198498670011759,5.2233969284,14.7,4.588,9.48547,78.549727
736259.64900917,0.198521820013411,5.2201583952,14.7,4.589,9.485483,78.549717
736259.64903231,0.198544960003346,5.2169420856,14.6,4.589,9.485497,78.549707
736259.64905546,0.198568110004999,5.3009574393,14.7,4.588,9.485507,78.549697
736259.6490786,0.198591249994934,5.2777534323,14.8,4.59,9.48551,78.549687
736259.64910175,0.198614399996586,5.3039437763,14.73,4.595,9.485517,78.549673
736259.6491249,0.198637549998239,5.2371251337,14.77,4.599,9.485533,78.549663
736259.64914804,0.198660689988174,5.2344667445,14.7,4.601,9.485545,78.549655
736259.64917119,0.198683839989826,5.2524553459,14.83,4.603,9.485555,78.549643
736259.64919433,0.198706979979761,5.2139316994,14.6,4.604,9.48557,78.549627
736259.64921748,0.198730129981413,5.257039575,14.67,4.6,9.48558,78.54962
736259.64924062,0.198753269971348,5.2788605371,14.67,4.599,9.485595,78.549608
736259.64926377,0.198776419973001,5.3122356615,14.67,4.605,9.485627,78.549593
736259.64928692,0.198799569974653,5.3140619891,14.77,4.612,9.485643,78.549583
736259.64931006,0.198822709964588,5.3749339497,14.33,4.614,9.485657,78.549573
736259.64933321,0.198845859966241,5.4375366579,14.63,4.618,9.48567,78.54956
736259.64935635,0.198868999956176,5.4851180068,14.53,4.621,9.48569,78.549547
736259.6493795,0.198892149957828,5.4680586413,14.5,4.626,9.48571,78.549537
736259.64940265,0.198915299959481,5.506436503,14.57,4.619,9.48573,78.549527
736259.64942579,0.198938439949416,5.580264863,14.77,4.597,9.485747,78.549513
736259.64944894,0.198961589951068,5.629690537,14.6,4.586,9.48576,78.549503
736259.64947208,0.198984730057418,5.7143379198,14.6,4.587,9.485775,78.549495
736259.64949523,0.199007880059071,5.7255503863,14.63,4.588,9.48579,78.549485
736259.64951837,0.199031020049006,5.7454818094,14.53,4.582,9.485805,78.549475
736259.64954152,0.199054170050658,5.7535850103,14.47,4.575,9.485818,78.54946
736259.64956467,0.199077320052311,5.7341452205,14.23,4.571,9.48583,78.549447
736259.64958781,0.199100460042246,5.7309266229,14.43,4.568,9.48584,78.549435
736259.64961096,0.199123610043898,5.6848124066,14.37,4.568,9.485825,78.54942
736259.6496341,0.199146750033833,5.6483789911,14.5,4.567,9.48582,78.549407
736259.64965725,0.199169900035486,5.5868563635,14.47,4.566,9.485827,78.549397
736259.6496804,0.199193050037138,5.446406587,14.3,4.564,9.48584,78.549387
736259.64970354,0.199216190027073,5.2705651172,14.33,4.564,9.485853,78.549373
736259.64972669,0.199239340028726,5.2033739951,14.33,4.565,9.485867,78.54936
736259.64974983,0.19926248001866,5.1296278819,14.53,4.567,9.485873,78.549347
736259.64977298,0.199285630020313,5.0602550411,14.47,4.573,9.48589,78.549337
736259.64979612,0.199308770010248,4.9915893827,14.47,4.583,9.48591,78.549327
736259.64981927,0.1993319200119,4.9092017564,14.5,4.587,9.48592,78.549317
736259.64984242,0.199355070013553,4.8506151944,14.17,4.589,9.485927,78.549307
736259.64986556,0.199378210003488,4.8485687669,14.17,4.596,9.48594,78.549297
736259.64988871,0.19940136000514,4.8421354233,14.25,4.601,9.48596,78.549283
736259.64991185,0.199424499995075,4.8698237932,14.33,4.595,9.48598,78.549273
736259.649935,0.199447649996728,4.8755221523,14.33,4.59,9.486,78.549263
736259.64995815,0.19947079999838,4.8951086594,14.53,4.594,9.486015,78.549255
736259.64998129,0.199493939988315,4.822647629,14.43,4.601,9.486043,78.549245
736259.65000444,0.199517089989968,4.7697474472,14.5,4.62,9.486073,78.549233
736259.65002758,0.199540229979903,4.6941746324,14.27,4.646,9.48609,78.54923
736259.65005073,0.199563379981555,4.6596671581,14.33,4.653,9.486108,78.549218
736259.65007387,0.19958651997149,4.6495122962,14.33,4.653,9.486143,78.5492
736259.65009702,0.199609669973142,4.5563887815,14.2,4.655,9.48617,78.549187
736259.65012017,0.199632819974795,4.5087396448,14.07,4.658,9.48619,78.54918
736259.65014331,0.19965595996473,4.4211020199,14.2,4.658,9.486217,78.549173
736259.65016646,0.199679109966382,4.4081027404,14.27,4.65,9.486237,78.549163
736259.6501896,0.199702249956317,4.3352672954,14.2,4.641,9.48625,78.549153
736259.65021275,0.19972539995797,4.3501090221,14.27,4.637,9.48628,78.549143
736259.6502359,0.199748549959622,4.307466162,14.2,4.645,9.486313,78.549133
736259.65025904,0.199771689949557,4.3324477454,14.2,4.648,9.48633,78.549123
736259.65028219,0.19979483995121,4.3154242517,14.18,4.643,9.486343,78.549113
736259.65030533,0.19981798005756,4.2994167729,14.07,4.656,9.48637,78.549103
736259.65032848,0.199841130059212,4.2696490185,14,4.67,9.486387,78.549093
736259.65035162,0.199864270049147,4.2234792955,13.97,4.674,9.48641,78.54908
736259.65037477,0.1998874200508,4.2770245325,14.17,4.674,9.48644,78.54907
736259.65039792,0.199910570052452,4.2900625476,14.33,4.674,9.486455,78.549065
736259.65042106,0.199933710042387,4.2795490708,14.17,4.674,9.486478,78.549055
736259.65044421,0.19995686004404,4.2790501991,13.87,4.666,9.48651,78.549047
736259.65046735,0.199980000033975,4.3213635344,13.97,4.638,9.48652,78.549035
736259.6504905,0.200003150035627,4.3280375408,14.13,4.609,9.48653,78.549028
736259.65051365,0.20002630003728,4.3564857574,14.13,4.601,9.486557,78.549017
736259.65053679,0.200049440027215,4.3983423483,14.07,4.597,9.48658,78.549007
736259.65055994,0.200072590028867,4.4375362707,14.03,4.594,9.4866,78.548997
736259.65058308,0.200095730018802,4.482838725,14.1,4.62,9.48662,78.548987
736259.65060623,0.200118880020455,4.4667146701,14.07,4.659,9.48664,78.548977
736259.65062937,0.200142020010389,4.4285130411,14,4.653,9.486663,78.548967
736259.65065252,0.200165170012042,4.3961924436,14.1,4.625,9.486687,78.54896
736259.65067567,0.200188320013694,4.3789385608,14.2,4.634,9.486693,78.548953
736259.65069881,0.200211460003629,4.3567962092,14.1,4.663,9.486707,78.548943
736259.65072196,0.200234610005282,4.31192038,14.1,4.678,9.486723,78.548933
736259.6507451,0.200257749995217,4.2886773204,14.03,4.684,9.48675,78.548927
736259.65076825,0.200280899996869,4.1727528332,14.07,4.673,9.486767,78.548917
736259.6507914,0.200304049998522,4.1093293865,14.07,4.66,9.486775,78.548905
736259.65081454,0.200327189988457,4.0697082347,13.97,4.678,9.486795,78.548895
736259.65083769,0.200350339990109,4.0488272135,13.93,4.695,9.486815,78.548885
736259.65086083,0.200373479980044,4.0323083155,13.9,4.702,9.486843,78.548875
736259.65088398,0.200396629981697,4.0120156742,13.97,4.707,9.48686,78.548863
736259.65090712,0.200419769971631,3.9705459199,13.97,4.71,9.486867,78.548853
736259.65093027,0.200442919973284,3.8993487648,13.93,4.709,9.48688,78.548843
736259.65095342,0.200466069974937,3.8839866291,14.13,4.705,9.4869,78.548833
736259.65097656,0.200489209964871,3.8083402093,14.03,4.705,9.486923,78.548823
736259.65099971,0.200512359966524,3.8061732309,14.03,4.707,9.48695,78.548813
736259.65102285,0.200535499956459,3.7899014831,14,4.703,9.486963,78.548803
736259.651046,0.200558649958111,3.7867212411,13.73,4.689,9.486973,78.548793
736259.65106915,0.200581799959764,3.7715149759,14,4.679,9.486987,78.548783
736259.65109229,0.200604939949699,3.7750292122,14,4.674,9.487007,78.548773
736259.65111544,0.200628089951351,3.7670287699,13.88,4.672,9.48702,78.548763
736259.65113858,0.200651230057701,3.7978930028,14,4.675,9.48703,78.548753
736259.65116173,0.200674380059354,3.8584846365,14,4.675,9.48704,78.54874
736259.65118487,0.200697520049289,3.8450437807,13.93,4.671,9.48705,78.54873
736259.65120802,0.200720670050941,3.8600640302,13.67,4.671,9.487053,78.548725
736259.65123117,0.200743820052594,3.8750842797,13.87,4.673,9.487077,78.54871
