Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.45826435,0.00777699996251613,84.060862248,22.45,4.399,9.469073,78.559933
736259.4582875,0.00780014996416867,84.947941395,22.2,4.399,9.469085,78.559925
736259.45831065,0.00782329996582121,85.617099506,21.8,4.398,9.46912,78.55991
736259.45833379,0.00784643995575607,86.105460884,21.6,4.397,9.46915,78.559895
736259.45835694,0.00786958995740861,86.41924987,21.6,4.397,9.46917,78.559887
736259.45838008,0.00789272994734347,86.165696373,21.68,4.396,9.469195,78.55987
736259.45840323,0.00791587994899601,85.814278234,21.77,4.395,9.469217,78.559853
736259.45842637,0.00793902005534619,85.522096992,21.8,4.396,9.46922,78.55985
736259.45844952,0.00796217005699873,85.524684739,21.68,4.398,9.46925,78.559834
736259.45847267,0.00798532005865127,85.984592035,21.47,4.399,9.46929,78.559813
736259.45849581,0.00800846004858613,86.805005454,21.55,4.399,9.469305,78.559805
736259.45851896,0.00803161005023867,87.692474384,21.67,4.399,9.469325,78.55979
736259.4585421,0.00805475004017353,88.467382334,21.5,4.398,9.469363,78.559773
736259.45856525,0.00807790004182607,89.525741828,21.3,4.399,9.46939,78.559765
736259.4585884,0.00810105004347861,90.645392865,21.33,4.4,9.469393,78.559753
736259.45861154,0.00812419003341347,90.927972195,21.1,4.401,9.469425,78.559735
736259.45863469,0.00814734003506601,91.56607954,21.07,4.401,9.469455,78.55972
736259.45865783,0.00817048002500087,89.973008084,21.08,4.4,9.469463,78.55971
736259.45868098,0.00819363002665341,87.516934144,21.37,4.399,9.469485,78.559695
736259.45870412,0.00821677001658827,84.130606193,21.2,4.399,9.46951,78.55968
736259.45872727,0.00823992001824081,80.383772119,21.2,4.399,9.46952,78.55967
736259.45875042,0.00826307001989335,77.194596762,21.43,4.4,9.469543,78.559655
736259.45877356,0.00828621000982821,73.973818733,21.75,4.4,9.469565,78.55964
736259.45879671,0.00830936001148075,70.665944844,21.65,4.4,9.46959,78.55963
736259.45881985,0.00833250000141561,67.358301849,21.65,4.399,9.469625,78.55961
736259.458843,0.00835565000306815,64.987750096,21.85,4.399,9.469657,78.55959
736259.45886615,0.00837880000472069,62.798675615,21.85,4.4,9.469675,78.55958
736259.45888929,0.00840193999465555,62.588292847,22,4.4,9.469693,78.55957
736259.45891244,0.00842508999630809,63.473843228,22.05,4.399,9.46971,78.55955
736259.45893558,0.00844822998624295,64.911752097,21.93,4.398,9.469725,78.559535
736259.45895873,0.00847137998789549,65.470010548,21.53,4.398,9.469738,78.559523
736259.45898187,0.00849451997783035,65.414408383,21.65,4.399,9.469763,78.5595
736259.45900502,0.00851766997948289,64.778049774,21.67,4.399,9.469775,78.55949
736259.45902817,0.00854081998113543,63.458451739,21.93,4.4,9.46979,78.55948
736259.45905131,0.00856395997107029,61.991558807,21.83,4.401,9.469815,78.559458
736259.45907446,0.00858710997272283,60.752526387,21.83,4.401,9.46983,78.559445
736259.4590976,0.00861024996265769,60.649952895,22,4.4,9.46984,78.559435
736259.45912075,0.00863339996431023,60.866302295,22.05,4.4,9.46987,78.559416
736259.4591439,0.00865654996596277,60.220718756,22.03,4.4,9.46989,78.559393
736259.45916704,0.00867968995589763,59.514073574,22.57,4.4,9.4699,78.559385
736259.45919019,0.00870283995755017,59.501314809,22.28,4.401,9.469935,78.55937
736259.45921333,0.00872597994748503,59.65343946,22.13,4.401,9.46997,78.55935
736259.45923648,0.00874912994913757,60.474733349,22.2,4.401,9.46999,78.55934
736259.45925962,0.00877227005548775,61.863141886,22.57,4.4,9.470018,78.559325
736259.45928277,0.00879542005714029,63.296742955,22.15,4.399,9.47005,78.559303
736259.45930592,0.00881857005879283,65.117964669,22.2,4.399,9.470065,78.559295
736259.45932906,0.00884171004872769,66.035840579,22.25,4.399,9.47009,78.55928
736259.45935221,0.00886486005038023,66.415527617,22.7,4.399,9.470123,78.55926
736259.45937535,0.00888800004031509,66.621658019,22.7,4.399,9.470145,78.55925
736259.4593985,0.00891115004196763,66.15937007,22.45,4.401,9.470165,78.559235
736259.45942165,0.00893430004362017,65.50253173,22.53,4.402,9.47019,78.559213
736259.45944479,0.00895744003355503,64.045616354,22.45,4.403,9.470205,78.559205
736259.45946794,0.00898059003520757,62.128076755,22.47,4.402,9.470223,78.55919
736259.45949108,0.00900373002514243,60.021292087,22.7,4.401,9.47026,78.559173
736259.45951423,0.00902688002679497,58.135075044,22.78,4.401,9.47029,78.55916
736259.45953737,0.00905002001672983,55.541991415,22.57,4.399,9.47031,78.55915
736259.45956052,0.00907317001838237,52.23464879,22.4,4.4,9.470343,78.559128
736259.45958367,0.00909632002003491,49.246907589,22.33,4.401,9.470367,78.559113
736259.45960681,0.00911946000996977,46.78478754,22.33,4.401,9.47038,78.559105
736259.45962996,0.00914261001162231,45.271158507,22.7,4.4,9.47042,78.55909
736259.4596531,0.00916575000155717,44.51451183,22.73,4.399,9.47045,78.559077
736259.45967625,0.00918890000320971,44.393058773,22.1,4.4,9.470455,78.55907
736259.4596994,0.00921205000486225,46.047468204,22.43,4.402,9.470488,78.559055
736259.45972254,0.00923518999479711,48.490924435,22.83,4.402,9.470517,78.559033
736259.45974569,0.00925833999644965,50.934380666,22.8,4.404,9.47052,78.55903
736259.45976883,0.00928147998638451,54.368602159,22.8,4.405,9.470535,78.559018
736259.45979198,0.00930462998803705,58.338009272,22.95,4.405,9.470563,78.559003
736259.45981512,0.00932776997797191,62.389641827,22.83,4.405,9.470585,78.558995
736259.45983827,0.00935091997962445,66.555008147,22.83,4.406,9.47061,78.558987
736259.45986142,0.00937406998127699,70.508721891,22.95,4.406,9.470645,78.558968
736259.45988456,0.00939720997121185,74.219050502,23.23,4.406,9.47066,78.558955
736259.45990771,0.00942035997286439,78.215558605,23.5,4.405,9.47067,78.558943
736259.45993085,0.00944349996279925,80.865647932,23.3,4.405,9.470703,78.558928
736259.459954,0.00946664996445179,83.369311517,23.23,4.405,9.47072,78.558915
736259.45997715,0.00948979996610433,85.890985519,23.3,4.404,9.470733,78.558903
736259.46000029,0.00951293995603919,88.14850034,23.53,4.405,9.47077,78.558885
736259.46002344,0.00953608995769173,90.170498141,23.63,4.406,9.470795,78.55887
736259.46004658,0.00955922994762659,92.015411152,23.6,4.406,9.47081,78.55886
736259.46006973,0.00958237994927913,93.695197509,23.77,4.405,9.470828,78.558843
736259.46009287,0.00960552005562931,95.160852071,23.48,4.404,9.470857,78.55882
736259.46011602,0.00962867005728185,96.998811286,23.48,4.405,9.470875,78.55881
736259.46013917,0.00965182005893439,98.605560369,23.15,4.405,9.470895,78.558798
736259.46016231,0.00967496004886925,100.215962939,23.47,4.404,9.47093,78.55878
736259.46018546,0.00969811005052179,101.790806727,23.6,4.405,9.47096,78.558765
736259.4602086,0.00972125004045665,103.405938998,23.65,4.406,9.470988,78.558753
736259.46023175,0.00974440004210919,104.366487472,23.9,4.406,9.471023,78.55873
736259.4602549,0.00976755004376173,105.012740346,24.2,4.406,9.471045,78.55872
736259.46027804,0.00979069003369659,105.829666786,24.23,4.405,9.471063,78.558713
736259.46030119,0.00981384003534913,106.597647466,24.05,4.404,9.471095,78.558695
736259.46032433,0.00983698002528399,107.37476858,24.2,4.404,9.471115,78.558675
736259.46034748,0.00986013002693653,107.64429248,23.97,4.404,9.47113,78.558667
736259.46037062,0.00988327001687139,107.99540616,24.15,4.404,9.471155,78.558648
736259.46039377,0.00990642001852393,108.4969916,24.48,4.405,9.471175,78.558635
736259.46041692,0.00992957002017647,108.55933053,24.43,4.404,9.47119,78.558627
736259.46044006,0.00995271001011133,108.75839629,24.5,4.405,9.471223,78.558605
736259.46046321,0.00997586001176387,109.28303776,24.83,4.406,9.471245,78.55859
736259.46048635,0.00999900000169873,110.91747365,24.85,4.406,9.47125,78.558583
736259.4605095,0.0100221500033513,111.42386559,24.6,4.406,9.471268,78.558568
736259.46053265,0.0100453000050038,112.04682211,24.93,4.406,9.47129,78.558553
736259.46055579,0.0100684399949387,112.78522729,24.83,4.407,9.4713,78.558545
736259.46057894,0.0100915899965912,112.98614156,24.65,4.407,9.471318,78.558533
736259.46060208,0.0101147299865261,111.577600813,24.8,4.406,9.471337,78.558517
736259.46062523,0.0101378799881786,109.957702536,25.15,4.406,9.471345,78.558505
736259.46064837,0.0101610199781135,108.331006811,25.05,4.405,9.47136,78.558497
736259.46067152,0.010184169979766,107.096565086,25.03,4.405,9.471378,78.558485
736259.46069467,0.0102073199814186,105.628665581,25.3,4.406,9.471395,78.558475
736259.46071781,0.0102304599713534,103.733272471,25.3,4.407,9.47141,78.558463
736259.46074096,0.010253609973006,102.892872921,25.35,4.407,9.471438,78.55845
736259.4607641,0.0102767499629408,101.978331411,25.4,4.407,9.471473,78.558433
736259.46078725,0.0102998999645934,101.785539101,25.4,4.406,9.471495,78.558425
736259.4608104,0.0103230499662459,102.245354891,25.5,4.407,9.471515,78.55841
736259.46083354,0.0103461899561808,104.178066558,25.67,4.406,9.471535,78.5584
736259.46085669,0.0103693399578333,106.008986805,25.67,4.406,9.471557,78.55839
736259.46087983,0.0103924799477682,108.31221923,25.73,4.406,9.471578,78.558373
736259.46090298,0.0104156299494207,109.834341695,25.8,4.405,9.4716,78.558357
736259.46092612,0.0104387700557709,111.35646416,25.8,4.406,9.47162,78.558345
736259.46094927,0.0104619200574234,112.84268836,25.95,4.406,9.471645,78.558335
736259.46097242,0.010485070059076,114.11070298,25.9,4.406,9.47167,78.55832
736259.46099556,0.0105082100490108,115.79139315,26.2,4.406,9.471685,78.55831
736259.46101871,0.0105313600506634,117.05019929,26.2,4.406,9.471698,78.558295
736259.46104185,0.0105545000405982,119.16690078,26.2,4.406,9.471717,78.558277
736259.461065,0.0105776500422508,120.51397508,26.2,4.406,9.47174,78.55827
736259.46108815,0.0106008000439033,122.38502418,26.37,4.407,9.471763,78.55826
736259.46111129,0.0106239400338382,123.78295287,26.35,4.408,9.471805,78.55824
736259.46113444,0.0106470900354907,125.37471179,26.48,4.408,9.47184,78.558225
736259.46115758,0.0106702300254256,127.54580215,26.5,4.408,9.471863,78.558213
736259.46118073,0.0106933800270781,128.95236976,26.7,4.408,9.471893,78.558198
736259.46120387,0.010716520017013,130.32701341,26.53,4.408,9.471905,78.558185
736259.46122702,0.0107396700186655,131.16120863,26.53,4.408,9.471923,78.558177
736259.46125017,0.010762820020318,131.86907296,26.73,4.409,9.471948,78.558158
736259.46127331,0.0107859600102529,131.08001849,26.8,4.409,9.471965,78.558145
736259.46129646,0.0108091100119054,131.4566681,26.97,4.408,9.47198,78.558133
736259.4613196,0.0108322500018403,130.94479608,26.98,4.408,9.472005,78.55812
736259.46134275,0.0108554000034928,130.4046739,27.25,4.407,9.47203,78.5581
736259.4613659,0.0108785500051454,129.77130001,27.43,4.408,9.47204,78.55809
736259.46138904,0.0109016899950802,129.30830777,27.1,4.408,9.47206,78.55808
736259.46141219,0.0109248399967328,129.25436086,27.15,4.407,9.4721,78.55806
736259.46143533,0.0109479799866676,129.23867794,27.4,4.407,9.472125,78.558045
736259.46145848,0.0109711299883202,129.37952816,27.28,4.407,9.472145,78.55803
736259.46148162,0.010994269978255,128.89420739,27.2,4.407,9.47217,78.55801
736259.46150477,0.0110174199799076,128.4565173,27.25,4.407,9.47219,78.558
736259.46152792,0.0110405699815601,127.24632728,27.53,4.407,9.472217,78.55799
736259.46155106,0.011063709971495,126.67360815,27.45,4.407,9.472245,78.557968
736259.46157421,0.0110868599731475,125.71447885,27.38,4.407,9.472265,78.557955
736259.46159735,0.0111099999630824,124.45071836,27.5,4.407,9.47228,78.55794
736259.4616205,0.0111331499647349,122.47628024,27.65,4.407,9.47231,78.557923
736259.46164365,0.0111562999663875,121.11777072,27.63,4.407,9.472347,78.557907
736259.46166679,0.0111794399563223,119.92583911,27.67,4.407,9.47237,78.557895
736259.46168994,0.0112025899579749,118.54704997,27.9,4.407,9.472395,78.557878
736259.46171308,0.0112257299479097,116.73011151,27.97,4.407,9.47242,78.557865
736259.46173623,0.0112488799495623,115.71380037,28.05,4.407,9.472443,78.557853
736259.46175937,0.0112720200559124,114.92004044,28,4.407,9.47248,78.557835
736259.46178252,0.011295170057565,114.78169597,27.7,4.407,9.472513,78.557817
736259.46180567,0.0113183200592175,114.89278032,27.8,4.405,9.472535,78.557805
736259.46182881,0.0113414600491524,113.80732419,27.9,4.402,9.472558,78.557788
736259.46185196,0.0113646100508049,111.985514814,28,4.4,9.472597,78.55777
736259.4618751,0.0113877500407398,108.193994458,27.95,4.399,9.47262,78.55776
736259.46189825,0.0114109000423923,103.206292516,28.1,4.399,9.47264,78.55775
736259.4619214,0.0114340500440449,97.636578676,28,4.4,9.472678,78.557733
736259.46194454,0.0114571900339797,92.904497806,27.83,4.401,9.4727,78.55772
736259.46196769,0.0114803400356323,87.294011536,27.9,4.402,9.472707,78.55771
736259.46199083,0.0115034800255671,80.913721025,28.05,4.405,9.472738,78.55769
736259.46201398,0.0115266300272197,73.334873733,28.4,4.404,9.47277,78.55768
736259.46203712,0.0115497700171545,66.209885527,28.4,4.404,9.472793,78.55767
736259.46206027,0.0115729200188071,60.868671538,28.23,4.404,9.47282,78.55765
736259.46208342,0.0115960700204596,56.440497185,28,4.404,9.472853,78.557633
736259.46210656,0.0116192100103945,53.495996153,28.2,4.404,9.472875,78.557625
736259.46212971,0.011642360012047,52.145456789,28.23,4.404,9.472895,78.55761
736259.46215285,0.0116655000019819,52.480121764,28.5,4.404,9.472923,78.557593
736259.462176,0.0116886500036344,54.138892401,28.6,4.402,9.472945,78.557585
736259.46219915,0.0117118000052869,57.534180976,28.53,4.398,9.472963,78.557568
736259.46222229,0.0117349399952218,62.796835987,28.7,4.398,9.47298,78.55755
736259.46224544,0.0117580899968743,69.103089549,28.73,4.4,9.473,78.55754
736259.46226858,0.0117812299868092,75.250316345,28.7,4.401,9.473028,78.557525
736259.46229173,0.0118043799884617,81.953984264,29.05,4.4,9.47306,78.557507
736259.46231487,0.0118275199783966,88.441930333,29,4.401,9.473075,78.557495
736259.46233802,0.0118506699800491,96.771103991,28.93,4.403,9.473093,78.55748
736259.46236117,0.0118738199817017,104.706134587,28.93,4.405,9.473125,78.557463
736259.46238431,0.0118969599716365,111.696070012,29,4.405,9.473145,78.557445
736259.46240746,0.0119201099732891,117.418752115,29,4.403,9.473163,78.557437
736259.4624306,0.0119432499632239,121.22820599,29.17,4.402,9.473195,78.55742
736259.46245375,0.0119663999648765,124.36917829,29.05,4.402,9.473215,78.557405
736259.4624769,0.011989549966529,126.755427,29.05,4.402,9.47323,78.55739
736259.46250004,0.0120126899564639,128.00868842,29.28,4.403,9.473258,78.557373
736259.46252319,0.0120358399581164,128.32986734,29.3,4.403,9.473283,78.557357
736259.46254633,0.0120589799480513,127.53206641,29.47,4.403,9.473305,78.557345
736259.46256948,0.0120821299497038,124.8681409,29.43,4.404,9.47333,78.55733
736259.46259262,0.012105270056054,121.56159552,29.5,4.404,9.47336,78.55731
736259.46261577,0.0121284200577065,118.69340928,29.23,4.405,9.473375,78.557295
736259.46263892,0.0121515700593591,116.79412416,29.4,4.406,9.473403,78.557285
736259.46266206,0.0121747100492939,115.40524589,29.9,4.405,9.473433,78.55727
736259.46268521,0.0121978600509465,113.74115883,29.87,4.405,9.473455,78.557255
736259.46270835,0.0122210000408813,113.35968354,29.95,4.403,9.47347,78.557247
736259.4627315,0.0122441500425339,114.24032825,29.83,4.402,9.473495,78.55723
736259.46275465,0.0122673000441864,116.28020062,30.15,4.402,9.473515,78.557215
736259.46277779,0.0122904400341213,120.08378331,30.15,4.402,9.47353,78.557203
736259.46280094,0.0123135900357738,122.92807043,30.25,4.403,9.47356,78.557188
736259.46282408,0.0123367300257087,126.23842246,30.3,4.404,9.47359,78.557175
736259.46284723,0.0123598800273612,128.64351097,30.47,4.403,9.47361,78.557163
736259.46287037,0.0123830200172961,129.23324611,30.4,4.4,9.473638,78.557148
736259.46289352,0.0124061700189486,129.64046227,30.73,4.4,9.473665,78.557135
736259.46291667,0.0124293200206012,130.08348728,30.73,4.401,9.47368,78.55712
736259.46293981,0.012452460010536,128.84712522,30.73,4.403,9.473713,78.557105
736259.46296296,0.0124756100121886,128.00961496,30.65,4.403,9.473735,78.557095
736259.4629861,0.0124987500021234,126.17906885,30.65,4.404,9.47375,78.55708
736259.46300925,0.012521900003776,124.04789954,30.93,4.405,9.473775,78.557065
736259.4630324,0.0125450500054285,122.97314077,31.1,4.405,9.473803,78.55705
736259.46305554,0.0125681899953634,121.70501475,31,4.405,9.473825,78.557035
736259.46307869,0.0125913399970159,120.86512095,31.03,4.405,9.473845,78.557025
736259.46310183,0.0126144799869508,120.59171943,31.05,4.405,9.47387,78.55701
736259.46312498,0.0126376299886033,120.72320372,31.03,4.405,9.47389,78.556995
736259.46314812,0.0126607699785382,121.19880471,31.3,4.404,9.47391,78.556983
736259.46317127,0.0126839199801907,122.90910864,31.63,4.404,9.47394,78.55697
736259.46319442,0.0127070699818432,125.14928079,31.63,4.405,9.473965,78.556955
736259.46321756,0.0127302099717781,128.45623753,31.63,4.405,9.473987,78.556947
736259.46324071,0.0127533599734306,132.4291516,31.8,4.405,9.47402,78.55693
736259.46326385,0.0127764999633655,136.33917837,31.93,4.405,9.474045,78.556915
736259.463287,0.012799649965018,141.48684416,32.33,4.404,9.474057,78.556907
736259.46331015,0.0128227999666706,145.82413846,32.2,4.405,9.47408,78.556893
736259.46333329,0.0128459399566054,150.26390788,32.17,4.405,9.474105,78.55688
736259.46335644,0.012869089958258,154.43126863,32.18,4.405,9.47412,78.556873
736259.46337958,0.0128922299481928,157.88286146,31.95,4.405,9.474145,78.556855
736259.46340273,0.0129153799498454,158.76451114,32.2,4.405,9.47417,78.556837
736259.46342587,0.0129385200561956,158.39266736,32.43,4.405,9.47418,78.556825
736259.46344902,0.0129616700578481,156.17510327,32.55,4.405,9.474195,78.556813
736259.46347217,0.0129848200595006,152.22907655,32.4,4.404,9.47422,78.556797
736259.46349531,0.0130079600494355,148.01944431,32.53,4.404,9.474235,78.55679
736259.46351846,0.013031110051088,142.95325449,32.8,4.404,9.474255,78.556775
736259.4635416,0.0130542500410229,138.3917764,32.68,4.404,9.474275,78.55676
736259.46356475,0.0130774000426754,133.45735024,32.7,4.404,9.474287,78.556753
736259.4635879,0.013100550044328,128.48087946,32.8,4.404,9.474307,78.55674
736259.46361104,0.0131236900342628,123.5294424,32.8,4.404,9.474335,78.556723
736259.46363419,0.0131468400359154,120.67820172,32.9,4.404,9.47436,78.55671
736259.46365733,0.0131699800258502,117.99157111,33.1,4.404,9.47438,78.5567
736259.46368048,0.0131931300275028,116.64130911,33.07,4.404,9.474405,78.556683
736259.46370362,0.0132162700174376,115.61905765,33.13,4.404,9.47443,78.556667
736259.46372677,0.0132394200190902,115.26364081,33.05,4.404,9.47445,78.556655
736259.46374992,0.0132625700207427,115.07403106,33.17,4.404,9.474473,78.556643
736259.46377306,0.0132857100106776,114.5816584,33.25,4.404,9.474485,78.55663
